,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,faixa_nota
2081,24,94,Baixo,Médio,Sim,6,75,Baixo,Sim,1,Baixo,Alto,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,69,médio
2082,11,92,Alto,Alto,Sim,6,84,Médio,Sim,2,Baixo,Baixo,Público,Negativo,1,Não,Ensino Médio,Perto,Feminino,68,médio
2083,6,65,Alto,Alto,Não,6,62,Médio,Não,3,Baixo,Baixo,Público,Neutro,1,Não,Ensino Médio,Perto,Masculino,59,baixo
2084,17,89,Alto,Baixo,Sim,9,79,Médio,Não,0,Médio,Médio,Público,Positivo,2,Não,Faculdade,Perto,Feminino,67,médio
2085,13,77,Médio,Alto,Sim,7,63,Baixo,Sim,0,Alto,Baixo,Público,Positivo,1,Não,Ensino Médio,Moderado,Masculino,63,médio
2086,17,72,Alto,Alto,Sim,7,61,Baixo,Sim,1,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,65,médio
2087,19,62,Médio,Médio,Não,7,91,Baixo,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,63,médio
2088,17,79,Médio,Médio,Não,7,67,Baixo,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,64,médio
2089,29,74,Alto,Médio,Sim,6,91,Alto,Sim,3,Baixo,Alto,Público,Positivo,4,Não,Faculdade,Longe,Feminino,72,médio
2090,22,70,Baixo,Médio,Sim,5,61,Alto,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Faculdade,Moderado,Masculino,63,médio
2091,22,88,Médio,Médio,Não,9,68,Médio,Não,2,Médio,Médio,Público,Neutro,2,Sim,Ensino Médio,Perto,Masculino,66,médio
2092,24,91,Médio,Médio,Sim,8,55,Baixo,Sim,0,Médio,Baixo,Privado,Neutro,2,Não,Faculdade,Moderado,Feminino,67,médio
2093,13,70,Alto,Alto,Sim,8,75,Alto,Sim,1,Alto,Médio,Público,Positivo,2,Sim,Pós-Graduação,Moderado,Masculino,66,médio
2094,26,62,Médio,Médio,Sim,8,69,Médio,Sim,2,Médio,Alto,Público,Positivo,3,Não,Faculdade,Moderado,Feminino,66,médio
2095,20,94,Médio,Médio,Sim,10,50,Baixo,Sim,1,Baixo,Alto,Privado,Negativo,4,Sim,Pós-Graduação,Perto,Feminino,68,médio
2096,24,60,Alto,Alto,Não,6,73,Médio,Sim,1,Baixo,Médio,Privado,Positivo,5,Não,Pós-Graduação,Moderado,Masculino,66,médio
2097,14,97,Médio,Médio,Sim,5,54,Médio,Sim,3,Médio,Médio,Público,Negativo,2,Não,Faculdade,Perto,Feminino,68,médio
2098,11,85,Médio,Médio,Sim,8,92,Baixo,Sim,2,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Longe,Feminino,65,médio
2099,25,73,Médio,Médio,Sim,5,75,Baixo,Sim,0,Médio,Médio,Privado,Positivo,2,Não,Faculdade,Perto,Feminino,67,médio
2100,22,70,Alto,Baixo,Não,7,85,Médio,Sim,0,Alto,Médio,Privado,Negativo,3,Não,Ensino Médio,Longe,Masculino,64,médio
2101,15,60,Baixo,Alto,Não,7,91,Baixo,Sim,0,Baixo,Médio,Privado,Negativo,2,Não,Faculdade,Longe,Masculino,59,baixo
2102,15,69,Médio,Médio,Sim,8,53,Baixo,Não,0,Alto,Médio,Privado,Negativo,3,Não,Ensino Médio,Perto,Masculino,60,baixo
2103,27,66,Baixo,Alto,Não,6,67,Baixo,Sim,1,Alto,Alto,Público,Negativo,4,Não,Faculdade,Longe,Feminino,65,médio
2104,13,84,Médio,Médio,Sim,9,51,Alto,Sim,0,Baixo,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,64,médio
2105,30,67,Médio,Alto,Não,6,52,Médio,Sim,1,Baixo,Médio,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,66,médio
2106,15,81,Médio,Médio,Sim,8,52,Médio,Sim,0,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Masculino,65,médio
2107,24,84,Médio,Médio,Sim,6,74,Médio,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Longe,Masculino,69,médio
2108,18,72,Alto,Alto,Sim,8,73,Médio,Sim,0,Médio,Médio,Privado,Positivo,4,Sim,Ensino Médio,Perto,Feminino,66,médio
2109,24,61,Alto,Médio,Sim,5,53,Médio,Sim,1,Baixo,Alto,Privado,Neutro,5,Não,Faculdade,Perto,Feminino,65,médio
2110,17,61,Alto,Médio,Não,7,63,Baixo,Sim,1,Médio,Médio,Público,Positivo,4,Não,Faculdade,Moderado,Feminino,62,médio
2111,19,61,Médio,Baixo,Não,9,62,Médio,Sim,2,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Longe,Feminino,60,baixo
2112,20,90,Baixo,Médio,Não,7,65,Baixo,Não,4,Baixo,Alto,Público,Positivo,4,Não,Faculdade,Moderado,Feminino,68,médio
2113,14,73,Médio,Alto,Sim,9,82,Médio,Sim,1,Médio,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,64,médio
2114,24,92,Alto,Alto,Não,7,85,Alto,Sim,0,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,73,médio
2115,17,77,Médio,Médio,Sim,6,67,Baixo,Sim,1,Baixo,Médio,Público,Positivo,1,Não,Faculdade,Perto,Masculino,64,médio
2116,19,78,Alto,Alto,Não,7,89,Médio,Sim,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,69,médio
2117,14,81,Baixo,Médio,Não,8,71,Baixo,Sim,1,Baixo,Alto,Público,Neutro,3,Sim,Pós-Graduação,Perto,Feminino,63,médio
2118,5,89,Médio,Médio,Sim,4,76,Alto,Sim,2,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,65,médio
2119,19,71,Médio,Médio,Não,8,57,Médio,Sim,2,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,65,médio
2120,34,65,Médio,Médio,Sim,6,62,Alto,Sim,0,Médio,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Masculino,67,médio
2121,25,82,Médio,Médio,Sim,5,86,Médio,Não,0,Baixo,Baixo,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,67,médio
2122,20,73,Médio,Médio,Não,8,99,Baixo,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,médio
2123,18,78,Médio,Alto,Sim,9,85,Alto,Sim,1,Baixo,Alto,Privado,Negativo,2,Não,Pós-Graduação,Perto,Masculino,68,médio
2124,20,86,Médio,Baixo,Sim,7,53,Médio,Sim,1,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,65,médio
2125,23,80,Baixo,Baixo,Sim,5,57,Médio,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,66,médio
2126,13,85,Alto,Baixo,Sim,6,72,Médio,Sim,2,Baixo,Médio,Público,Positivo,1,Não,Faculdade,Moderado,Feminino,66,médio
2127,27,82,Médio,Médio,Sim,6,87,Baixo,Não,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,69,médio
2128,24,90,Médio,Médio,Não,7,58,Médio,Sim,2,Baixo,Médio,Privado,Neutro,2,Não,Pós-Graduação,Perto,Masculino,70,médio
2129,24,88,Médio,Baixo,Sim,7,88,Médio,Sim,2,Médio,Alto,Privado,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,71,médio
2130,23,81,Alto,Médio,Não,8,78,Alto,Sim,4,Baixo,Baixo,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,70,médio
2131,20,87,Médio,Médio,Não,8,89,Baixo,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,68,médio
2132,24,95,Alto,Alto,Sim,8,78,Médio,Sim,2,Baixo,Alto,Público,Negativo,2,Não,Pós-Graduação,Longe,Feminino,73,médio
2133,24,77,Médio,Alto,Não,8,80,Alto,Sim,1,Baixo,Alto,Público,Positivo,2,Sim,Ensino Médio,Moderado,Feminino,68,médio
2134,18,77,Médio,Médio,Sim,7,62,Baixo,Sim,2,Alto,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,66,médio
2135,17,91,Médio,Baixo,Sim,10,86,Baixo,Sim,1,Médio,Médio,Público,Neutro,3,Sim,Pós-Graduação,Moderado,Feminino,67,médio
2136,21,83,Médio,Baixo,Sim,8,92,Baixo,Sim,2,Médio,Médio,Privado,Negativo,4,Sim,Ensino Médio,Perto,Masculino,66,médio
2137,29,63,Médio,Alto,Sim,8,94,Médio,Sim,0,Médio,Alto,Privado,Positivo,2,Não,Pós-Graduação,Perto,Feminino,69,médio
2138,13,96,Médio,Médio,Não,10,51,Médio,Sim,1,Baixo,Baixo,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,67,médio
2139,11,61,Médio,Baixo,Sim,7,81,Alto,Sim,5,Médio,Baixo,Público,Positivo,4,Sim,Ensino Médio,Perto,Masculino,61,médio
2140,21,90,Médio,Médio,Não,6,99,Médio,Sim,2,Baixo,Médio,Privado,Negativo,3,Não,Faculdade,Perto,Feminino,70,médio
2141,20,90,Alto,Alto,Não,9,79,Médio,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Feminino,70,médio
2142,21,98,Médio,Médio,Sim,9,59,Alto,Não,3,Médio,Médio,Público,Neutro,3,Sim,Faculdade,Perto,Feminino,70,médio
2143,21,62,Médio,Médio,Não,7,94,Baixo,Sim,1,Baixo,Alto,Privado,Positivo,3,Não,Faculdade,Moderado,Feminino,64,médio
2144,19,84,Alto,Médio,Não,10,63,Médio,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Faculdade,Longe,Feminino,65,médio
2145,29,77,Médio,Médio,Não,7,52,Médio,Sim,5,Baixo,Médio,Público,Positivo,4,Não,Faculdade,Perto,Feminino,70,médio
2146,10,73,Baixo,Alto,Sim,8,72,Baixo,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Faculdade,Moderado,Feminino,62,médio
2147,15,64,Alto,Alto,Sim,9,55,Alto,Sim,1,Médio,Baixo,Público,Neutro,3,Não,Faculdade,Perto,Feminino,64,médio
2148,19,83,Médio,Alto,Sim,7,56,Médio,Sim,1,Médio,Baixo,Privado,Positivo,3,Não,Faculdade,Longe,Feminino,67,médio
2149,10,79,Alto,Médio,Não,8,73,Alto,Não,1,Baixo,Baixo,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,63,médio
2150,19,64,Baixo,Médio,Sim,9,81,Alto,Sim,0,Médio,Alto,Público,Neutro,3,Sim,Ensino Médio,Perto,Masculino,62,médio
2151,30,84,Baixo,Médio,Não,6,95,Médio,Sim,2,Alto,Alto,Público,Negativo,2,Não,Faculdade,Perto,Masculino,72,médio
2152,20,90,Baixo,Médio,Não,6,85,Alto,Não,3,Baixo,Alto,Privado,Neutro,2,Não,Faculdade,Perto,Masculino,69,médio
2153,21,91,Médio,Alto,Sim,9,92,Médio,Sim,5,Baixo,Médio,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,72,médio
2154,12,96,Baixo,Médio,Sim,7,71,Alto,Sim,2,Médio,Médio,Privado,Positivo,2,Não,Faculdade,Perto,Masculino,68,médio
2155,16,76,Baixo,Médio,Não,6,66,Baixo,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Feminino,64,médio
2156,18,98,Alto,Alto,Sim,7,80,Baixo,Sim,3,Baixo,Médio,Privado,Neutro,1,Não,Faculdade,Perto,Feminino,72,médio
2157,18,95,Alto,Alto,Sim,8,85,Baixo,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Perto,Feminino,73,médio
2158,28,72,Alto,Médio,Sim,5,78,Baixo,Não,5,Médio,Baixo,Privado,Negativo,2,Não,Faculdade,Longe,Masculino,67,médio
2159,23,66,Alto,Baixo,Sim,8,63,Médio,Sim,0,Baixo,Médio,Público,Negativo,4,Não,Faculdade,Perto,Feminino,64,médio
2160,13,77,Médio,Médio,Sim,8,68,Baixo,Sim,3,Alto,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,65,médio
2161,21,76,Alto,Alto,Sim,9,72,Baixo,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,67,médio
2162,23,83,Médio,Médio,Sim,7,51,Baixo,Sim,3,Médio,Alto,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,68,médio
2163,27,83,Médio,Alto,Sim,9,94,Médio,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,72,médio
2164,29,90,Alto,Baixo,Sim,7,76,Baixo,Sim,1,Médio,Baixo,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,71,médio
2165,14,80,Médio,Médio,Sim,7,88,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,66,médio
2166,15,64,Alto,Médio,Não,7,59,Baixo,Sim,0,Baixo,Médio,Público,Neutro,3,Sim,Ensino Médio,Perto,Feminino,59,baixo
2167,12,94,Médio,Médio,Sim,10,78,Médio,Sim,1,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,médio
2168,19,72,Baixo,Alto,Sim,5,96,Baixo,Não,3,Baixo,Baixo,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,64,médio
2169,23,99,Baixo,Médio,Não,8,61,Baixo,Sim,2,Alto,Alto,Privado,Positivo,3,Sim,Ensino Médio,Perto,Feminino,70,médio
2170,26,65,Baixo,Médio,Sim,7,67,Médio,Sim,4,Alto,Médio,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,65,médio
2171,20,98,Alto,Médio,Sim,7,69,Alto,Não,2,Alto,Alto,Público,Negativo,2,Não,Faculdade,Perto,Feminino,72,médio
2172,18,64,Alto,Alto,Não,8,69,Médio,Sim,3,Alto,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,66,médio
2173,21,69,Médio,Médio,Sim,9,80,Alto,Sim,2,Médio,Alto,Público,Positivo,5,Não,Faculdade,Perto,Masculino,68,médio
2174,15,62,Médio,Alto,Não,8,70,Médio,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,62,médio
2175,33,88,Médio,Baixo,Não,9,84,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Masculino,70,médio
2176,10,94,Alto,Médio,Sim,7,74,Alto,Sim,3,Alto,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,70,médio
2177,21,77,Médio,Baixo,Sim,7,58,Médio,Sim,0,Baixo,Alto,Público,Negativo,3,Não,Faculdade,Perto,Masculino,64,médio
2178,32,97,Alto,Baixo,Sim,5,97,Baixo,Sim,1,Baixo,Alto,Público,Positivo,5,Não,Faculdade,Moderado,Feminino,76,médio
2179,20,84,Médio,Médio,Sim,10,62,Alto,Sim,1,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,67,médio
2180,19,85,Alto,Alto,Não,7,78,Baixo,Sim,2,Baixo,Alto,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,69,médio
2181,18,94,Médio,Baixo,Sim,7,53,Médio,Sim,4,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Longe,Feminino,68,médio
2182,19,72,Médio,Médio,Sim,8,96,Baixo,Sim,1,Médio,Alto,Público,Positivo,2,Não,Pós-Graduação,Moderado,Feminino,67,médio
2183,28,74,Médio,Médio,Sim,9,96,Baixo,Sim,0,Alto,Alto,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,69,médio
2184,7,96,Alto,Médio,Sim,6,68,Médio,Sim,2,Baixo,Alto,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,67,médio
2185,29,96,Alto,Alto,Sim,9,56,Baixo,Sim,0,Baixo,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,73,médio
2186,11,99,Médio,Alto,Sim,7,88,Alto,Não,4,Médio,Baixo,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,71,médio
2187,18,96,Médio,Baixo,Não,9,63,Médio,Sim,4,Baixo,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,70,médio
2188,17,65,Alto,Médio,Sim,6,85,Médio,Sim,1,Baixo,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,65,médio
2189,24,93,Alto,Médio,Sim,8,96,Médio,Sim,0,Médio,Médio,Público,Positivo,1,Não,Pós-Graduação,Moderado,Masculino,73,médio
2190,10,76,Médio,Médio,Sim,7,80,Médio,Sim,1,Baixo,Alto,Público,Positivo,4,Não,Pós-Graduação,Perto,Feminino,65,médio
2191,23,100,Baixo,Médio,Sim,5,93,Médio,Sim,4,Baixo,Médio,Privado,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,73,médio
2192,32,79,Baixo,Alto,Sim,5,61,Médio,Sim,0,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Perto,Masculino,70,médio
2193,12,82,Alto,Médio,Sim,6,96,Alto,Sim,0,Baixo,Baixo,Privado,Positivo,4,Sim,Faculdade,Perto,Masculino,66,médio
2194,21,81,Baixo,Médio,Sim,8,61,Alto,Sim,3,Médio,Baixo,Público,Negativo,5,Não,Ensino Médio,Moderado,Feminino,66,médio
2195,16,73,Médio,Médio,Sim,4,61,Baixo,Sim,4,Baixo,Alto,Privado,Neutro,5,Não,Ensino Médio,Moderado,Masculino,64,médio
2196,23,63,Médio,Médio,Sim,8,94,Alto,Sim,2,Médio,Médio,Público,Neutro,5,Não,Pós-Graduação,Perto,Masculino,68,médio
2197,20,96,Médio,Médio,Não,7,78,Médio,Sim,1,Alto,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,70,médio
2198,16,92,Médio,Médio,Sim,4,90,Alto,Sim,6,Alto,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,72,médio
2199,23,66,Médio,Alto,Não,6,90,Médio,Sim,2,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,66,médio
2200,31,91,Médio,Médio,Sim,6,82,Médio,Sim,2,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,74,médio
2201,19,85,Alto,Médio,Não,7,59,Baixo,Sim,0,Médio,Alto,Privado,Negativo,4,Não,Faculdade,Moderado,Masculino,67,médio
2202,24,76,Alto,Alto,Sim,9,85,Médio,Sim,2,Baixo,Médio,Privado,Positivo,2,Não,Pós-Graduação,Perto,Feminino,71,médio
2203,12,70,Baixo,Alto,Sim,9,53,Médio,Sim,2,Baixo,Médio,Público,Neutro,2,Sim,Ensino Médio,Perto,Masculino,60,baixo
2204,14,94,Baixo,Médio,Não,6,60,Médio,Sim,3,Alto,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,68,médio
2205,23,88,Médio,Médio,Não,6,82,Médio,Sim,0,Médio,Médio,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,69,médio
2206,29,82,Alto,Alto,Não,5,95,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Masculino,74,médio
2207,22,84,Alto,Médio,Sim,6,89,Médio,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,71,médio
2208,18,64,Alto,Médio,Sim,6,67,Alto,Sim,0,Baixo,Médio,Privado,Negativo,4,Não,Faculdade,Perto,Masculino,63,médio
2209,20,79,Alto,Baixo,Sim,7,91,Alto,Não,2,Baixo,Médio,Privado,Negativo,4,Sim,Faculdade,Moderado,Masculino,66,médio
2210,12,68,Médio,Alto,Não,7,98,Médio,Sim,1,Médio,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,65,médio
2211,24,68,Baixo,Baixo,Não,6,67,Alto,Não,0,Baixo,Alto,Privado,Positivo,3,Sim,Ensino Médio,Longe,Feminino,60,baixo
2212,25,86,Médio,Baixo,Sim,6,59,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,médio
2213,17,96,Alto,Médio,Não,6,60,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,69,médio
2214,17,76,Médio,Alto,Sim,6,70,Baixo,Sim,2,Alto,Médio,Público,Neutro,4,Não,Pós-Graduação,Moderado,Masculino,67,médio
2215,22,68,Alto,Médio,Sim,9,53,Alto,Sim,1,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Moderado,Feminino,65,médio
2216,17,86,Alto,Alto,Sim,8,74,Médio,Sim,1,Baixo,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,70,médio
2217,20,95,Alto,Médio,Sim,8,87,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Feminino,71,médio
2218,33,90,Baixo,Médio,Sim,9,77,Médio,Sim,3,Médio,Alto,Público,Negativo,6,Sim,Pós-Graduação,Moderado,Masculino,73,médio
2219,19,95,Baixo,Alto,Sim,8,99,Médio,Sim,0,Baixo,Médio,Público,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,70,médio
2220,18,81,Alto,Baixo,Sim,9,73,Alto,Sim,1,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,médio
2221,16,90,Baixo,Alto,Sim,8,51,Médio,Sim,1,Alto,Médio,Público,Neutro,5,Não,Ensino Médio,Moderado,Feminino,67,médio
2222,24,66,Baixo,Alto,Não,7,74,Médio,Sim,0,Alto,Alto,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,65,médio
2223,19,74,Alto,Alto,Sim,6,96,Médio,Sim,2,Alto,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,69,médio
2224,16,76,Alto,Alto,Sim,6,55,Médio,Não,1,Baixo,Médio,Público,Positivo,1,Não,Pós-Graduação,Perto,Masculino,65,médio
2225,28,80,Médio,Alto,Sim,8,61,Baixo,Sim,1,Baixo,Médio,Privado,Negativo,3,Não,Faculdade,Longe,Feminino,68,médio
2226,29,97,Alto,Médio,Não,7,86,Médio,Sim,0,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,74,médio
2227,16,95,Baixo,Médio,Sim,5,65,Alto,Sim,0,Médio,Médio,Privado,Neutro,3,Não,Faculdade,Perto,Feminino,68,médio
2228,9,65,Médio,Médio,Não,4,88,Baixo,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,61,médio
2229,26,67,Médio,Baixo,Sim,10,71,Alto,Sim,3,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,67,médio
2230,16,74,Alto,Alto,Sim,6,90,Médio,Sim,1,Baixo,Médio,Privado,Negativo,4,Sim,Ensino Médio,Perto,Feminino,66,médio
2231,25,72,Baixo,Baixo,Sim,6,78,Baixo,Sim,8,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,69,médio
2232,8,85,Médio,Baixo,Sim,9,54,Baixo,Sim,1,Baixo,Alto,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,62,médio
2233,25,96,Médio,Alto,Sim,5,69,Baixo,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,71,médio
2234,13,98,Alto,Alto,Sim,8,67,Médio,Sim,1,Médio,Médio,Privado,Positivo,4,Não,Pós-Graduação,Moderado,Feminino,71,médio
2235,24,86,Médio,Alto,Sim,10,91,Baixo,Sim,0,Baixo,Alto,Privado,Positivo,4,Não,Faculdade,Perto,Feminino,72,médio
2236,20,94,Médio,Alto,Sim,10,81,Baixo,Sim,1,Médio,Alto,Público,Neutro,5,Sim,Ensino Médio,Longe,Feminino,69,médio
2237,14,81,Baixo,Médio,Não,6,89,Médio,Não,6,Baixo,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Feminino,67,médio
2238,18,68,Médio,Alto,Não,7,69,Médio,Sim,1,Baixo,Alto,Público,Neutro,4,Sim,Ensino Médio,Moderado,Feminino,63,médio
2239,24,81,Médio,Médio,Sim,6,85,Médio,Não,1,Médio,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,68,médio
2240,21,82,Alto,Alto,Sim,7,53,Baixo,Sim,0,Alto,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,69,médio
2241,24,90,Médio,Baixo,Sim,9,52,Baixo,Sim,0,Baixo,Médio,Público,Negativo,3,Sim,Faculdade,Perto,Feminino,65,médio
2242,32,69,Alto,Alto,Sim,5,64,Médio,Sim,0,Médio,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,70,médio
2243,11,75,Médio,Médio,Não,8,89,Médio,Sim,2,Alto,Alto,Privado,Positivo,4,Não,Faculdade,Moderado,Masculino,65,médio
2244,30,75,Médio,Médio,Não,7,77,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,67,médio
2245,21,98,Médio,Alto,Sim,9,70,Médio,Sim,0,Baixo,Alto,Público,Positivo,1,Não,Faculdade,Perto,Masculino,72,médio
2246,15,78,Médio,Alto,Sim,9,95,Alto,Sim,1,Alto,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,médio
2247,12,90,Alto,Alto,Sim,6,75,Baixo,Não,2,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,69,médio
2248,19,90,Alto,Baixo,Não,7,81,Médio,Sim,4,Alto,Alto,Público,Neutro,4,Sim,Faculdade,Perto,Feminino,71,médio
2249,26,71,Médio,Baixo,Sim,8,99,Médio,Sim,1,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Longe,Masculino,67,médio
2250,19,83,Baixo,Baixo,Não,8,76,Baixo,Sim,3,Baixo,Baixo,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,65,médio
2251,29,96,Baixo,Baixo,Não,4,89,Médio,Sim,2,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Longe,Feminino,70,médio
2252,11,79,Médio,Médio,Não,8,71,Baixo,Sim,1,Médio,Médio,Privado,Positivo,2,Não,Faculdade,Moderado,Feminino,63,médio
2253,20,98,Alto,Alto,Sim,9,52,Médio,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Longe,Masculino,71,médio
2254,12,69,Alto,Médio,Sim,7,92,Baixo,Sim,1,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,64,médio
2255,22,63,Médio,Alto,Sim,8,97,Alto,Sim,5,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,69,médio
2256,25,96,Baixo,Médio,Não,9,72,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,médio
2257,17,94,Médio,Médio,Sim,7,75,Médio,Sim,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
2258,4,100,Alto,Baixo,Não,8,71,Baixo,Sim,2,Baixo,Médio,Privado,Negativo,4,Não,Ensino Médio,Moderado,Feminino,64,médio
2259,21,87,Médio,Alto,Não,7,100,Baixo,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,médio
